t,x,f,X_fft,X_dft
3.6806640625,0.04287034113048449,942.25,0.000000000000000004311756820233301,0.000000000000004877315442030771
3.68115234375,0.02479675457087871,942.375,0.0000000000000000007852884709119252,0.000000000000001300658180754089
3.681640625,0.006628859694869371,942.5,0.000000000000000022388642801629333,0.0000000000000014945410817049235
3.68212890625,-0.01162806378766501,942.625,0.0000000000000000007937050038362745,0.000000000000007513607886920333
3.6826171875,-0.029968685580369137,942.75,0.000000000000000005974739133113675,0.000000000000002827199426588928
3.68310546875,-0.04838762640508687,942.875,0.000000000000000005137767853682716,0.000000000000003374047754766994
3.68359375,-0.06687945962806174,943,0.0000000000000000048472248666092015,0.000000000000004583702793775898
3.68408203125,-0.08543871290703786,943.125,0.000000000000000010300128378806873,0.0000000000000032396783602596975
3.6845703125,-0.10405986985883275,943.25,0.0000000000000000027727604028803083,0.00000000000000043651714059022057
3.68505859375,-0.12273737174675292,943.375,0.0000000000000000045766427473757975,0.000000000000005484318066851005
3.685546875,-0.14146561918745937,943.5,0.0000000000000000064678048445341534,0.000000000000005981870945814795
3.68603515625,-0.160238973876637,943.625,0.000000000000000009604948411086864,0.00000000000000113998065969877
3.6865234375,-0.1790517603330014,943.75,0.00000000000000002096970627741705,0.000000000000003912010013456579
3.68701171875,-0.19789826766001306,943.875,0.00000000000000002902909513622914,0.0000000000000062320497240299165
3.6875,-0.2167727513247436,944,0.000000000000000025502522166310713,0.0000000000000018007736084666374
3.68798828125,-0.23566943495352666,944.125,0.000000000000000031842728614729255,0.0000000000000061385348610869934
3.6884765625,-0.25458251214349414,944.25,0.000000000000000028285992275281736,0.000000000000008269726832000085
3.68896484375,-0.2735061482896305,944.375,0.00000000000000002947696541442294,0.000000000000001759563768950214
3.689453125,-0.2924344824267443,944.5,0.000000000000000029205465543472736,0.000000000000007685770975965138
3.68994140625,-0.311361629085701,944.625,0.00000000000000002349160600438589,0.000000000000008730221139045903
3.6904296875,-0.33028168016337933,944.75,0.00000000000000001847134992712114,0.0000000000000021130559687037907
3.69091796875,-0.3491887068056697,944.875,0.000000000000000013167748124132412,0.0000000000000015704087838123841
3.69140625,-0.3680767613030008,945,0.000000000000000008168152710670935,0.000000000000011612905275807442
3.69189453125,-0.38693987899770466,945.125,0.000000000000000002127398580342306,0.0000000000000009707920854657324
3.6923828125,-0.40577208020262834,945.25,0.000000000000000002326656788330905,0.00000000000000908874699110614
3.69287109375,-0.42456737213037843,945.375,0.000000000000000005015465333718947,0.00000000000000797171816173013
3.693359375,-0.44331975083251884,945.5,0.000000000000000012359131778627075,0.000000000000016385618109727163
3.69384765625,-0.4620232031481526,945.625,0.000000000000000003242690304595132,0.00000000000000264708355219944
3.6943359375,-0.4806717086611957,945.75,0.000000000000000013301456271803265,0.0000000000000058314775466409635
3.69482421875,-0.49925924166573277,945.875,0.00000000000000001831535182482334,0.0000000000000029834002732829455
3.6953125,-0.5177797731387908,946,0.0000000000000000037889001677426394,0.0000000000000032358963813694135
3.69580078125,-0.536227272719778,946.125,0.000000000000000014850194885456604,0.00000000000001635070641206929
3.6962890625,-0.5545957106962707,946.25,0.0000000000000000025855759489051095,0.000000000000007446379692384066
3.69677734375,-0.5728790599950087,946.375,0.000000000000000005458739017823796,0.0000000000000102976687113789
3.697265625,-0.5910712981777899,946.5,0.000000000000000008436447173486237,0.0000000000000042675885314907734
3.69775390625,-0.6091664094414777,946.625,0.000000000000000000756250289297383,0.0000000000000006398065548995209
3.6982421875,-0.6271583866214557,946.75,0.0000000000000000064934207235167006,0.000000000000003965011409765844
3.69873046875,-0.6450412331978708,946.875,0.000000000000000011945558002846133,0.000000000000004959398203133136
3.69921875,-0.6628089653039801,947,0.000000000000000010501115706956828,0.0000000000000043655119090571115
3.69970703125,-0.6804556137359427,947.125,0.000000000000000008075850383575657,0.000000000000009325091779013204
3.7001953125,-0.697975225963366,947.25,0.00000000000000000711484753910168,0.0000000000000020609257418258723
3.70068359375,-0.715361868139935,947.375,0.000000000000000019397947982896114,0.000000000000011221870801980788
3.701171875,-0.7326096271134409,947.5,0.000000000000000017289341135812958,0.000000000000003156739619606929
3.70166015625,-0.7497126124345331,947.625,0.000000000000000017984563295403967,0.0000000000000024208400478866086
3.7021484375,-0.7666649583635067,947.75,0.000000000000000006398078283325362,0.000000000000013348464345526949
3.70263671875,-0.7834608258744489,947.875,0.000000000000000008040018931334917,0.0000000000000031753827139411355
3.703125,-0.8000944046560522,948,0.000000000000000005040371843301884,0.0000000000000402142548617642
3.70361328125,-0.8165599151084282,948.125,0.000000000000000006503903135204329,0.000000000000010024570847502454
3.7041015625,-0.8328516103352457,948.25,0.0000000000000000041170366979123625,0.000000000000009784511591288594
3.70458984375,-0.8489637781303592,948.375,0.00000000000000000949803217842852,0.000000000000004130304513070139
3.705078125,-0.8648907429586478,948.5,0.0000000000000000034634338419850424,0.000000000000003127432471203154
3.70556640625,-0.880626867929853,948.625,0.0000000000000000032302450195293444,0.000000000000012054952450512417
3.7060546875,-0.8961665567651166,948.75,0.000000000000000008473977523839058,0.000000000000017015698549792646
3.70654296875,-0.9115042557554001,948.875,0.000000000000000011926987289823803,0.000000000000003769152249779538
3.70703125,-0.9266344557111101,949,0.000000000000000008979626637034803,0.00000000000002440270150741827
3.70751953125,-0.941551693902297,949.125,0.000000000000000005247817350405404,0.000000000000002019761487146313
3.7080078125,-0.9562505559886922,949.25,0.000000000000000010447083542732295,0.000000000000018613325630795647
3.70849609375,-0.9707256779389634,949.375,0.0000000000000000008949254161371519,0.000000000000008131998158192015
3.708984375,-0.9849717479384718,949.5,0.000000000000000008936941684435157,0.0000000000000008422729031163824
3.70947265625,-0.9989835082849284,949.625,0.00000000000000000910930306025504,0.00000000000000036922054291564594
3.7099609375,-1.0127557572712056,949.75,0.000000000000000005703408261835311,0.0000000000000016372765741582668
3.71044921875,-1.0262833510547043,949.875,0.000000000000000013338955841795811,0.000000000000012774063867850942
3.7109375,-1.0395612055125691,950,0.000000000000000008715447187000423,0.0000000000000051745873235218096
3.71142578125,-1.0525842980821682,950.125,0.000000000000000007739567361580734,0.000000000000004794107172377277
3.7119140625,-1.0653476695860924,950.25,0.000000000000000006786737788458263,0.0000000000000042871445450604335
3.71240234375,-1.0778464260411063,950.375,0.000000000000000007309256463894425,0.0000000000000033251815372029038
3.712890625,-1.0900757404503694,950.5,0.00000000000000000867846096508959,0.000000000000002207316700212322
3.71337890625,-1.1020308545782118,950.625,0.00000000000000000984557727338296,0.0000000000000014575063252599375
3.7138671875,-1.1137070807071383,950.75,0.0000000000000000064347234358382635,0.00000000000000875680655605784
3.71435546875,-1.1250998033759545,950.875,0.000000000000000019589324122530946,0.000000000000006063826014787307
3.71484375,-1.136204481098784,951,0.000000000000000013211972285676776,0.000000000000003572606030624607
3.71533203125,-1.147016648064158,951.125,0.000000000000000017400213631644953,0.0000000000000049648874246082735
3.7158203125,-1.1575319158136852,951.25,0.000000000000000009592694177597263,0.000000000000008341452628129837
3.71630859375,-1.1677459748995702,951.375,0.000000000000000011151001506648107,0.000000000000005325797790362276
3.716796875,-1.1776545965204777,951.5,0.000000000000000010164744164979038,0.0000000000000044663247780028735
3.71728515625,-1.1872536341350672,951.625,0.00000000000000001500430537792388,0.000000000000004117974177049426
3.7177734375,-1.1965390250527248,951.75,0.000000000000000016665644353653775,0.0000000000002131989904980867
3.71826171875,-1.2055067920007632,951.875,0.00000000000000001481746912593958,0.0000000000000018885517831360554
3.71875,-1.2141530446676294,952,0.000000000000000010395596395590225,0.000000000000005150638159016846
3.71923828125,-1.2224739812214644,952.125,0.000000000000000003520819115625881,0.000000000000002535800746734986
3.7197265625,-1.2304658898035736,952.25,0.000000000000000016458280939360915,0.000000000000004927563765624264
3.72021484375,-1.2381251499961001,952.375,0.000000000000000009002490004090501,0.000000000000005213513420681251
3.720703125,-1.24544823426348,952.5,0.000000000000000009931005963416384,0.000000000000004091694707046982
3.72119140625,-1.2524317093670638,952.625,0.000000000000000009336222673429482,0.000000000000004377322328953406
3.7216796875,-1.2590722377523635,952.75,0.000000000000000008101381953898152,0.0000000000000064797915218316514
3.72216796875,-1.2653665789086068,952.875,0.000000000000000011839534697887775,0.0000000000000029013506457638295
3.72265625,-1.2713115906997166,953,0.000000000000000029105335550020406,0.000000000000007181761537482832
3.72314453125,-1.2769042306664815,953.125,0.000000000000000038969665676962977,0.000000000000038320480261157915
3.7236328125,-1.2821415572994197,953.25,0.00000000000000003747146045578269,0.000000000000004725994430284157
3.72412109375,-1.2870207312816815,953.375,0.00000000000000005912551769366765,0.0000000000000020936830205626294
3.724609375,-1.2915390167016598,953.5,0.000000000000000046035612468843285,0.0000000000000040884860700166
3.72509765625,-1.2956937822347814,953.625,0.00000000000000005856447316390619,0.000000000000007773578990052332
3.7255859375,-1.2994825022939782,953.75,0.00000000000000002972850897098537,0.000000000000002903685333677762
3.72607421875,-1.3029027581485324,953.875,0.00000000000000002620688382082412,0.000000000000013998666701484173
3.7265625,-1.3059522390106553,954,0.000000000000000017422873344610983,0.0000000000000013408435359828748
3.72705078125,-1.3086287430895314,954.125,0.000000000000000001822930843285932,0.000000000000009264016644110122
3.7275390625,-1.3109301786122791,954.25,0.000000000000000005743952704309626,0.0000000000000026314887656400572
